job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
Cloud Engineer (Automation),Recruit Expert Pte. Ltd.,48000-60000 SGD Per Annum,Permanent Job,2-5 Years,Puppet  Cloud Applications  Cloud Security  Cloud Computing  cloud management  Cloud Storage  OpenStack  Sdn  Cloud  Zabbix  Ansible  Troubleshooting  Cloud robotics  Cloud-based  Infrastructure  ETSI Standard  Hybrid Cloud ,"In-charge of the design, deployment, installation, provisioning, troubleshooting, and reporting for the Openstack based cloud infrastructure and related Cloud services.
Develop maintenance plans and activities for Cloud infrastructure including application of fixes, security patches and upgrades, capacity increases and other Cloud related maintenance.
Requirements:
Degree in IT/Computer Science or equivalent
At least 3 years of experience in automation with configuration managements tools like Ansible, chef, puppet etc.
Good knowledge of cloud, Hybrid configuration, diversity across platforms
If you are keen to apply for the position, kindly email your detailed resume in MS Word to [HIDDEN TEXT] Please note that only shortlisted candidates will be notified.
For more job opportunities, please visit our website at www.recruit-expert.com
EA Licence: 19C9701
Registration: R1326740",Other,IT,Other Software/Hardware/EDP,16/3/2022,2 days ago
Cloud Solutions Architect - Azure / AWS,Randstad Pte. Limited,84000-102000 SGD Per Annum,Permanent Job,2-5 Years,Cloud solutions  Microsoft Azure  Azure  Cloud Computing  cloud management  AWS  Solution Architecture  Networking  Technical Sales  Amazon Cloud  Software Development  Architect  Architectural  architects  technology solutions  Strategy  Presentation Skills  Consulting  Hybrid Cloud ,"Pro work life balance culture
Opportunity to work with the latest IT technologies and products
About the Client
Our Client is one of the market leaders in the technology solutions space. They have a well established presence of more than 20 years with more than 1000 employees globally. With rapid expansion plans, they are now looking for a Cloud Solution Architect to be a part of their team.
About the Job
As a Cloud Solution Architect, your responsibilities involve:
Understanding customer requirements while providing cloud solutions through presentations and demonstrations.
Preparing solution designs according to customer requirements while matching customer needs with appropriate technology solutions and products.
Collaborating with business and delivery team to design and implement cloud solutions
Skills and experience required
As a successful candidate, you should have at least 3 years of working experience in a Cloud Engineering / Consulting role. You should have a good working experience with Azure / AWS. In addition, you should have a good working knowledge of infrastructure setups such as servers, OS, storage.
Any professional certifications in Cloud Solution architecture is advantageous to have.
Whats on Offer
This is an exciting opportunity to join one of the Global MNC in the Technology solutions space as their Cloud Solution Architect. You will get the opportunity to work with the latest technologies and products while providing end to end solution designing to solve real business problems.
To apply online please use the apply function, alternatively you can reach me at https://www.linkedin.com/in/RoystonLow. (EA: 94C3609 / R1871559)",Other,IT,Other Software/Hardware/EDP,16/3/2022,3 days ago
Senior Cloud Architect,Amazon,Not Specified,Permanent Job,Not Specified,,"Job Description :
Would you like a career that gives you opportunities to help customers and partners use cloud computing web services to do big new things faster, at lower cost Do you like to work on-site in a variety of business environments, leading teams through high impact projects using the newest technology Would you like to gain the deepest customer and partner insights on maximizing the value of cloud computing technologies

At AWS, we're hiring highly technical Cloud Consulting Consultants to help our partners develop technical expertise and capacity, while also collaborating with our customers and partners on key engagements. Our consultants will deliver proof-of-concept projects, topical workshops, and lead implementation projects. These professional services engagements will focus on key customer solutions such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, AI/ML & DevOps transformations.
. Expertise - Collaborate with AWS field business development, marketing, training and support teams to help partners and customers learn and use AWS services such as Amazon Elastic Compute Cloud (EC2), Amazon Simple Storage Service (S3), Amazon Simple DB/RDS databases, AWS Identity and Access Management (IAM), etc.
. Solutions - Define and deliver on-site technical engagements with partners and customers. This includes participating in on-site visits with prospective customers, understanding customer requirements, and proposing and delivering packaged offerings, and delivering custom solution engagements.
. Delivery - Engagements include short on-site projects proving the use of AWS services to support new distributed computing solutions that often span private cloud and public cloud services. Engagements will include migration of existing applications and development of new applications using AWS cloud services.
. Insights - Work with AWS engineering and support teams to convey partner and customer needs and feedback as input to technology roadmaps. Share real world implementation challenges and recommend new capabilities that would simplify adoption and drive greater value from use of AWS cloud services.
Basic Qualifications :
. Customer facing skills to represent AWS well within the customer's environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation
. Demonstrated ability to think strategically about business, product, and technical challenges
. Highly technical and analytical, possessing 7 or more years of IT implementation experience
. Deep hands-on experience leading the design, development and deployment of business software at scale
. Experience with agile approaches and Experience in DevOps or DevSecOps
. Proven experience with software development life cycle (SDLC) and agile/iterative methodologies required
. Experience with IT compliance and risk management requirements (eg. security, privacy, SOX, HIPPA etc.)
. Current hands-on software development experience required Internet-related business models preferred
. Strong verbal and written communications skills and ability to lead effectively across organizations
. BS level technical degree required Computer Science or Math background preferred
Preferred Qualifications :
.
. Strong track record of implementing AWS services in a variety of distributed computing environments. Integration of AWS cloud services with on-premise technologies from Microsoft, IBM, Oracle, HP, SAP etc.
. Masters degree in Computer Science",Internet/E-commerce,Customer Service/Call Centre/BPO,Cloud Architect  Devops  Sdlc  Hippa  Microsoft  Ibm  Oracle  Hp  SAP  AWS  Security  Privacy  Sox ,13/3/2022,3 days ago
Cloud Engineer,Innovative Consulting Pte. Ltd.,60000-72000 SGD Per Annum,Permanent Job,2-5 Years,Technical Documentation  Kubernetes  Azure  Shell Scripting  MySQL  Amazon Web Services  Python  Operating Systems  Docker  Ansible  Databases  Linux  Troubleshooting  Technical Skills  Architect  Checkpoint ,"Responsibilities:
- Proficient in implementation, management and troubleshoot AWS Technologies, ECS, EKS.
- Proficient in Operating System such as AWS Linux, Red Hat Enterprise Linux.
- Maintain, Manage and Monitor Cloud Infrastructure.
- Resolve IT infrastructure issues.
- Proactive handling of project and supporting project implementation.
- Create high-quality technical documentation.
- Support out of hours work if schedule requires.
- On-board new Cloud technologies, challenge existing implementation in a professional and constructive manner.
- Engage in Cloud security activities.
- Comply with ITSM/ITIL methodologies in day to day operations of IT Infrastructure.
Requirements:
- Resourceful and self-driven individual with sense of urgency and commitment.
- Strong analytical and troubleshooting skills.
- Ability to work effectively in a fast paced implementation environment.
- Strong analytical and troubleshooting skills.
- Ability to work effectively in a fast paced implementation environment.
- At least 3 year(s) of Cloud working experience or in the related field is required for this position.
- Knowledge of Cloud security tools like Checkpoint, Security Hub, GuardDuty, AWS Detective.
- Candidate must possess at least a Bachelor's Degree, Professional Degree, Engineering (Computer) or equivalent.
Technical Skills:
- Operating Systems: Red Hat, AWS Linux
- Build Tools/CI/Virtual: AWS DevOps, Jenkins
- Containers Environment: Docker, Kubernetes, ECS, EKS
- Cloud Technologies: Amazon Web Services
- Automation/Scripting Languages: Terraform, Ansible, Shell Scripting, Python
- Databases: MySQL
Professional Certifications:
- AWS Certified Solutions Architect - Associate (SAA)
- Red Hat Certified Engineer or related Linux certifications
- Relevant Cloud Security certificates",Other,IT,Other Software/Hardware/EDP,16/3/2022,2 days ago
"Application Infrastructure Engineer, National Digital Identity",Government Technology Agency of Singapore,,,,,,,,,,
"Solution Architect, National Digital Identity",Government Technology Agency of Singapore,,,,,,,,,,
Cloud Engineer,Itconnectus Pte. Ltd.,60000-96000 SGD Per Annum,Permanent Job,2-5 Years,Kubernetes  Azure  Cloud Computing  Scripting  Sdlc  Python  Docker  Ansible  Java  Linux  Software Development  Troubleshooting  Architect  Job Descriptions  Writing  Cost Control ,"Job Descriptions:
Experienced AWS Cloud Administrator to work alongside web and the application team to support transition and operation of it client web sites / applications in Amazon Cloud.
Deploying, managing, and operating scalable, highly available, and fault tolerant systems on AWS Migrating an existing on-premises application to AWS
Implementing and controlling the flow of data to and from AWS
Selecting the appropriate AWS service based on compute, data, or security requirements
Identifying appropriate use of AWS operational best practices
Estimating AWS usage costs and identifying operational cost control mechanisms
Communicates orally and in writing to high level public officials, as well as a variety of audiences.
Produce weekly activity reports, oral presentations, briefings, standard operating procedures (SOPs), software development life-cycle (SDLC) documents and checklists, risk and issues logs and required artifacts.",Other,IT,Other Software/Hardware/EDP,16/3/2022,4 days ago
Immediately hiring Fresh Graduates & Mid-careerists - Cloud Engineers (Infrastructure),Hays Specialist Recruitment Pte. Ltd.,42000-57600 SGD Per Annum,Permanent Job,0-2 Years,Cloud Applications  Azure  Cloud Security  Cloud Computing  Devops  AWS  Vmware  Google Cloud Platform  Agile  Windows  Itil  Ansible  Virtualization  Linux  Defence  Troubleshooting  Technical Skills  Computer Science ,"Cloud Engineer

Join a rapidly expanding global Technology firm working with clients in the security, maritime and defence industry.

Your new company
This is a great starting platform for Fresh Graduates/Mid-careerists, our client is a Technology firm with great brand presence. They provide great benefits with plenty of learning and training opportunities. Office hours, permanent job. The firm is looking to pilot their first Graduate programme for aspiring Cloud Engineers to gain more exposure in the new cloud technologies and infrastructure.
Your new role
Based on the learning and training opportunities, you will be exposed to a variety of Cloud and DevOps tools. You will participate in the overall technical design, troubleshooting, implementation of solutions and other agile practices in the company. You will learn to match the needs of internal business units and external clients, to fully develop both your soft and technical skills. This role really provides a huge platform and great foundation to venture into various parts of Cloud and DevOps.
What you'll need to succeed
You will need:
Cloud certifications an added advantage
Knowledge of Infrastructure as Code tools such as Terraform, will be advantageous
Passionate to learn more emerging technologies in the Cloud space
What you'll get in return
Excellent and unique opportunity to work in a diverse environment dedicated to your professional growth. You will work with an established technical team and receive multiple training opportunities.
What you need to do now
If you're interested in this role, click Apply Now to forward an up-to-date copy of your CV to [HIDDEN TEXT], or call us now at 6232 0158.
If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.

Registration ID no. R2095763 | EA License Number: 07C3924 | Company Registration No: 200609504D",Other,IT,Other Software/Hardware/EDP,16/3/2022,5 days ago
Senior Cloud & DevOps Consultant,Sourced (singapore) Pte. Ltd.,162000-198000 SGD Per Annum,Permanent Job,7-10 Years,Puppet  Python Scripting  Azure  Cloud Security  Cloud Computing  Devops  High Availability  Cloudformation  Cloud Storage  Agile  Configuration Management  SQL Server  Python  Docker  Gcp  Ansible  Amazon Cloud  Pipelines ,"About Sourced
Sourced is a rapidly growing global consultancy with offices in multiple regions. Founded in 2010, we provide consulting services to migrate enterprise clients to hyperscale cloud providers. We specialize in organisation-wide cloud transformation and DevOps enablement for a wide range of industries, including financial services, healthcare, aviation, media, and telecommunications. We work with some of the largest and most security-conscious organisations around the world to help them unlock innovation through cloud computing.
Sourced has recently joined forces with Amdocs to accelerate innovation in the cloud. Amdocs, a leading provider of software and professional services to more than 350 communication and media providers in over 80 countries, has more than 40 years of industry experience and welcomes Sourced to join its team of 26,000 employees.
What you'll be responsible for
Working closely with technical leads and client teams to fully demonstrate the benefits of cloud technology
Helping to build & introduce clients to automated delivery pipelines (CI/CD)
Defining and implementing cloud-based solutions in line with industry best practices and enterprise architecture guidelines
Supporting customers in troubleshooting issues in their test and/or production environments and identifying root cause
Presenting case studies and cloud solutions at meetups, conferences and technology events
Providing leadership, mentoring, and coaching to your teams
What you will bring to the role
Proven track record of enterprise IT consulting; experience in financial services is highly regarded
Proven experience architecting and implementing enterprise-scale, secure, and high availability solutions in the AWS Cloud environment
Experience in cloud deployment IaC templating using offerings such as CloudFormation and/or Terraform
A deep understanding of public cloud security principles and experience adhering to compliance standards
Thorough experience writing automation scripts with Python, Powershell, Ruby, NodeJS, Go or other
Experience working with source code management using Git
Deep experience with CI/CD methodologies, processes, and tools, such as Jenkins, CodePipeline, CodeDeploy, Atlassian Stack or other
Experience working with configuration management technologies such as Puppet, Chef, and/or Ansible
Knowledge of backup & recovery procedures and technologies, data storage and retention requirements
Experience with network design, subnetting, and routing
Experience in preparing and presenting technical material to a variety of audiences
Experience working in Agile project delivery teams
Desirable Skills
Experience working in heavily regulated industries, such as the financial services sector
Bachelor's degree in Engineering, Information Technology, Computer Science or a related field
Database experience with SQL Server, MySQL, PostgreSQL or other
Experience with more than one public cloud provider such as GCP and/or Azure
Knowledge of logging & event management tools such as Splunk, ELK or other
Professional and/or Specialty level AWS certifications
Experience in working with microservices or serverless architecture
Experience working with containers using Docker
Why Sourced
Sourced offers huge growth opportunities in?an innovative, collaborative and inclusive?environment. We have regular team social events, individual career development plans, supportive management and team members, a training budget to utilise every year, monthly educational workshops, annual company bonuses, and global relocation packages! We provide opportunities to work on challenging technology solutions, whilst encouraging and aiding the ongoing professional development of our team.
Sourced Group is an equal opportunity employer committed to creating a safe, diverse and inclusive environment. We encourage qualified applicants of all backgrounds including ethnicity, religion, disability status, gender identity, sexual orientation, family status, age, nationality, and education levels to apply. If you are contacted for an interview and require accommodation during the interviewing process, please let us know.",Other,IT,Other Software/Hardware/EDP,16/3/2022,5 days ago
Application Support Engineer - Ref: YC,A-it Software Services Pte Ltd,48000-90000 SGD Per Annum,Permanent Job,2-5 Years,Cloud Computing  Devops  Citrix  AWS  Release Management  Scripting  Application Support  Networking  Cloud  Linux  Software Development  Incident Management  Technical Support  Troubleshooting  Ability To Work Independently  Active Directory ,"We are looking for a DevOps Support Engineer are the front-line support for our product teams. This position will act as the face of our DevOps team and will work closely with internal and vendor DevOps Engineers to advance the products, teams, and environments we support. Members in this role support all aspects of the software development process including continuous integration platforms, source control and release management.
Job Purpose
To monitor alerts, improve the efficiency, troubleshooting application and production environment issues and remediating them.
Key Accountabilities
Manage, monitor and operate the system platform to ensure all business functions running smoothly.
Work across teams to continually review, provide feedback, implement best practices to improve the efficiency of the systems and drive future innovation.
Monitor ongoing changes that may impact the application and customers.
Identify root cause for production incidents and lead the relevant operation teams to implement necessary actions to prevent recurrence.
Drive incident management process and support a blameless post-mortems culture.
Provide functional support for client queries when necessary.
Automate the system operations to attain high level of efficiency.
Responsibilities
React to critical issues on a timely basis i.e. troubleshoot, investigate and escalate (if necessary) issues and create or apply appropriate solutions to immediate issues.
Provide off-hour/weekend support for deployment and post-checks.
Maintain awareness of relevant technical and product trends with self-learning and job shadowing.
Troubleshoot problems across a wide range of technical skills.
Create and maintain the operational documents to reflect the changes and upgrades.
Identify pain points and provide recommendations to development teams to streamline the business process as much as possible.
Coordinate and implement the platform and infrastructure upgrades or releases with technical and business teams to meet the overall schedule.
Participate in platform management, and capacity planning.
Ability to communicate effectively and professionally, both verbally and in writing between executive stakeholders and product team for technical and non-technical term.
Taking team support phone in rotating basis and provide 24x7 phone support if any issue.
To work in shift basis occasionally if required and support change implementation and system maintenance during weekend rotating basis (Comp-ff will be provided to offset weekend working hours)
Requirements
Bachelor's Degree in computer science or Computer Engineering or Computer Application.
At least 2 years of working experience in banking / financial institute environments.
Experience working in a Technical Support environment with good communication skill.
Basic understanding of Equities market and wiling to learn.
Knowledge and/or experience using including Wintel batch scripting, Linux, Oracle/SQL Server/Maria/PostgreSQL Database etc.
Basic understanding of firewalls, load balancers, Tectia and networking concepts.
Hand-on experience in Amazon Cloud Computing (AWS), Pipeline, GIT, CI/CD process etc. is highly desired.
Proactive with good an analytic and organization skills.
Ability to work independently, multi-task, prioritize and deliver in a time pressured environment.
Communication skills with all levels and team-work spirits are essential.",Other,IT,Other Software/Hardware/EDP,16/3/2022,2 days ago
