job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
Full-stack Tech Lead,Sygnum Pte. Ltd.,108000-144000 SGD Per Annum,Permanent Job,10-15 Years,Git  It Operations Management  Asset Management  Cloud Computing  Devops  AWS  Html5  Database Development  Agile Development  Project Leading  Continuous Improvement  EcoSYSTEMS  Passionate  Web Developers  Capital Markets  Shaping  Hybrid Cloud  Cloud Computing Application  Agile application ,"Sygnum Singapore is a digital asset-focused fund manager, operating under a Capital Markets Services licence from the Monetary Authority of Singapore. With our suite of asset management offerings, we enable accredited and institutional investors to build exposure to digital assets within their portfolios with complete trust. Together with Sygnum Bank AG, the world's first digital asset bank, our interdisciplinary team of banking, asset management and Distributed Ledger Technology experts in Switzerland and Singapore are shaping the future of a globally trusted digital asset ecosystem.
We are looking for a passionate FULL-STACK TECH LEAD to join our growing, high impact team in our office in Singapore.
Tasks
Take technical responsibility of a project, leading a small group of developers
Develop robust, performant and scalable microservices, build frontends, libraries and components
Be responsible in DevOps manner for the whole process from development through code review, continuous integration pipelines, up to the deployment to the cloud
Align architecture, technology and solutions between the projects through our guilds and tech meetings
Requirements
Experienced software engineer in the stack mentioned below
Enthusiasm about and experience in Linux and OSS
Experience in software and cloud architecture
Experience in security and secure software development lifecycle (SSDLC)
Ability to lead an international and geographically distributed team
Excellent communication skills in English
Strong interest in or knowledge of crypto currencies / blockchain / cryptography
Interested in decentralized finance
Contributions to OSS
Master of Science (engineering preferred)
Required Technology Stack
You cover most of our tech stack or are willing to learn:
React, Redux, HTML5, CSS3, StencilJS
NestJS (NodeJS), TypeORM
WebSockets
Blockchain, web3js, etherjs, Rosetta
Kafka, Redis, Zookeeper
Docker, Dockerfile, docker-compose, GitLab CI/CD, OpenShift
AWS: ECS, EKS, S3, RDS, Lambda, Step Functions, etc.
PostgreSQL, DynamoDB
Benefits
The chance to be part of a movement shaping the future of our world's financial system
An amazing team of highly skilled and motivated people
The possibility to do part of your work remotely
If this reads like your profile, please send us your application with a CV and motivational letter. Even if you're not there yet but still think you could be a good fit for our team, please contact us and we'll figure something out. Thank you.",Other,IT,Other Software/Hardware/EDP,14-03-2022,3 days ago
Presales Solution Architect,Wiz Technologies (s) Pte. Ltd.,48000-96000 SGD Per Annum,Permanent Job,2-5 Years,Cloud Computing  Vmware  Networking  Windows  Ansible  Virtualization  Linux  Customerfacing  Architect  Windows Operating Systems ,"This position reports to Operation Director of Wiz Technologies (S) Pte. Ltd.. Wiz Technologies (S) Pte. Ltd. is committed to a HIGH-PERFORMANCE culture that emphasizes on empowerment, quality, continuous improvement and learning.
Role and Responsibility
Presales and Solution Architect is to support our sales team in engaging potential customers and understand their requirements in the Infrastructure area. Provide the overall estimate of efforts needed to support customers needs and assist Sales Team in coming up with the quotation. Involve in the handover and initial support to the operation team to setup the customer support agreement.
Contribute to the technical evaluation process with our Private and Public Cloud's customers for VMware-aaS technical sales cycles, managing product/solution briefings, proof-of-concept work, and the coordination of technical resources.
Assist the Sales teams in technical qualification of new opportunities for VMware-aaS on our Private Cloud and Public Cloud Platform, identifying key customer technical objections and developing technical solution strategies. Support Sales teams when deploying VMware applications in the selected cloud.
Recommend, demonstrate, and prototype VMware-aaS on our Private Cloud and Public solutions in customer environments, using best practices for VMware-aaS on Google Cloud.
Assist the Infrastructure Modernization Solutions management team, contributing to solution and use case specific assets. Travel to customer sites, conferences, marketing events, and other VMware ecosystem related events up to 50% of the time.
Minimum qualifications:
Experience with the VMware technology stack or Microsoft technology stack.
Experience as a direct technical sales engineer within enterprise cloud computing environments or in a customer-facing role.
Experience architecting solutions with VMware technologies, sizing and costing for VMware in cloud solutions.
Preferred qualifications:
Degree in Computer Science or other relevant technical field.
Experience as an IT infrastructure consultant or enterprise architect working in datacenter investment strategies and proposals.
Experience in networking (i.e., Linux, software-defined networking, network virtualization, open protocols, application acceleration and load balancing, DNS, virtual private networks) and their application to PaaS and IaaS technologies.
Experience with deployment methodologies and technologies (CI/CD, Chef, Puppet, Ansible, etc.).
Experience with Windows, Linux system administration, and/or Enterprise applications and achieved VMware Whiteboard Design Certification.",Other,IT,Other Software/Hardware/EDP,14-03-2022,4 days ago
Application Support Engineer - Ref: YC,A-it Software Services Pte Ltd,48000-90000 SGD Per Annum,Permanent Job,2-5 Years,Cloud Computing  Devops  Citrix  AWS  Release Management  Scripting  Application Support  Networking  Cloud  Linux  Software Development  Incident Management  Technical Support  Troubleshooting  Ability To Work Independently  Active Directory ,"We are looking for a DevOps Support Engineer are the front-line support for our product teams. This position will act as the face of our DevOps team and will work closely with internal and vendor DevOps Engineers to advance the products, teams, and environments we support. Members in this role support all aspects of the software development process including continuous integration platforms, source control and release management.
Job Purpose
To monitor alerts, improve the efficiency, troubleshooting application and production environment issues and remediating them.
Key Accountabilities
Manage, monitor and operate the system platform to ensure all business functions running smoothly.
Work across teams to continually review, provide feedback, implement best practices to improve the efficiency of the systems and drive future innovation.
Monitor ongoing changes that may impact the application and customers.
Identify root cause for production incidents and lead the relevant operation teams to implement necessary actions to prevent recurrence.
Drive incident management process and support a blameless post-mortems culture.
Provide functional support for client queries when necessary.
Automate the system operations to attain high level of efficiency.
Responsibilities
React to critical issues on a timely basis i.e. troubleshoot, investigate and escalate (if necessary) issues and create or apply appropriate solutions to immediate issues.
Provide off-hour/weekend support for deployment and post-checks.
Maintain awareness of relevant technical and product trends with self-learning and job shadowing.
Troubleshoot problems across a wide range of technical skills.
Create and maintain the operational documents to reflect the changes and upgrades.
Identify pain points and provide recommendations to development teams to streamline the business process as much as possible.
Coordinate and implement the platform and infrastructure upgrades or releases with technical and business teams to meet the overall schedule.
Participate in platform management, and capacity planning.
Ability to communicate effectively and professionally, both verbally and in writing between executive stakeholders and product team for technical and non-technical term.
Taking team support phone in rotating basis and provide 24x7 phone support if any issue.
To work in shift basis occasionally if required and support change implementation and system maintenance during weekend rotating basis (Comp-ff will be provided to offset weekend working hours)
Requirements
Bachelor's Degree in computer science or Computer Engineering or Computer Application.
At least 2 years of working experience in banking / financial institute environments.
Experience working in a Technical Support environment with good communication skill.
Basic understanding of Equities market and wiling to learn.
Knowledge and/or experience using including Wintel batch scripting, Linux, Oracle/SQL Server/Maria/PostgreSQL Database etc.
Basic understanding of firewalls, load balancers, Tectia and networking concepts.
Hand-on experience in Amazon Cloud Computing (AWS), Pipeline, GIT, CI/CD process etc. is highly desired.
Proactive with good an analytic and organization skills.
Ability to work independently, multi-task, prioritize and deliver in a time pressured environment.
Communication skills with all levels and team-work spirits are essential.",Other,IT,Other Software/Hardware/EDP,15-03-2022,a day ago
Cloud Engineer (Automation),Recruit Expert Pte. Ltd.,48000-60000 SGD Per Annum,Permanent Job,2-5 Years,Puppet  Cloud Applications  Cloud Security  Cloud Computing  cloud management  Cloud Storage  OpenStack  Sdn  Cloud  Zabbix  Ansible  Troubleshooting  Cloud robotics  Cloud-based  Infrastructure  ETSI Standard  Hybrid Cloud ,"In-charge of the design, deployment, installation, provisioning, troubleshooting, and reporting for the Openstack based cloud infrastructure and related Cloud services.
Develop maintenance plans and activities for Cloud infrastructure including application of fixes, security patches and upgrades, capacity increases and other Cloud related maintenance.
Requirements:
Degree in IT/Computer Science or equivalent
At least 3 years of experience in automation with configuration managements tools like Ansible, chef, puppet etc.
Good knowledge of cloud, Hybrid configuration, diversity across platforms
If you are keen to apply for the position, kindly email your detailed resume in MS Word to [HIDDEN TEXT] Please note that only shortlisted candidates will be notified.
For more job opportunities, please visit our website at www.recruit-expert.com
EA Licence: 19C9701
Registration: R1326740",Other,IT,Other Software/Hardware/EDP,14-03-2022,a day ago
Cloud Engineer,Itconnectus Pte. Ltd.,60000-96000 SGD Per Annum,Permanent Job,2-5 Years,Kubernetes  Azure  Cloud Computing  Scripting  Sdlc  Python  Docker  Ansible  Java  Linux  Software Development  Troubleshooting  Architect  Job Descriptions  Writing  Cost Control ,"Job Descriptions:
Experienced AWS Cloud Administrator to work alongside web and the application team to support transition and operation of it client web sites / applications in Amazon Cloud.
Deploying, managing, and operating scalable, highly available, and fault tolerant systems on AWS Migrating an existing on-premises application to AWS
Implementing and controlling the flow of data to and from AWS
Selecting the appropriate AWS service based on compute, data, or security requirements
Identifying appropriate use of AWS operational best practices
Estimating AWS usage costs and identifying operational cost control mechanisms
Communicates orally and in writing to high level public officials, as well as a variety of audiences.
Produce weekly activity reports, oral presentations, briefings, standard operating procedures (SOPs), software development life-cycle (SDLC) documents and checklists, risk and issues logs and required artifacts.",Other,IT,Other Software/Hardware/EDP,14-03-2022,3 days ago
Solutions Architect (Bank)(JT),A-it Software Services Pte Ltd,96000-120000 SGD Per Annum,Permanent Job,5-7 Years,Application Architecture  Scalability  Cloud Computing  Sdlc  Open Source  Solution Architecture  Enterprise Architecture  Technical Leadership  Api  Databases  Business Requirements  Security Architecture  Architect  Architectural  architects  Technical Design ,"Responsibility
1. Drive a target and consistent application architecture in the consumer finance platform.
2. Define architecture across business functions & geographic regions.
3. Drive application & technical architectures to ensure scalability, data consistency, speed of access, appropriate monitoring & instrumentation
4. Translate functional and non-functional requirements into design within the enterprise context; help business and technology define appropriate non-functional requirements and help in assessing the
error budget defined.
5. Ensure application architecture uses best in breed enterprise wide and open source tools.
6. Create deployment strategies for existing and new services based on business objectives.
7. Document and create reusable architecture and design specifications.
8. Provide strategic and tactical solutions for technical issues.
9. Manage different stakeholders to arrive at end-to-end technical design.
10. Interact professionally with a diverse people such as management, executives and SMEs.
11. Leads team of solution architects and domain experts and enables them to provide fit for purpose solutions.
12. Provide technical leadership and guidance to the development team, during the SDLC. Get development team's buy-in into accepting the design to be implemented.
13. Ensure that the solution architecture aligns with the roadmaps established by the enterprise architecture, and that it adheres to the enterprise architecture principles. Act as the bridge between Enterprise / Application Architecture and Delivery.
14. Document and manage how multiple applications are poised to work together. Involves defining the interaction between application packages, databases, and middleware systems in terms of functional coverage.
15. Assists in the analysis of new and existing architectures to ensure engineering platforms meet business requirements
16. Assists in the design of overall system and solution architecture, system integration, and implementation strategy to deliver an integrated solution
17. Works with both internal and external partners and suppliers to deliver end to end solution
18. Contributes to broader architectural governance activities by participating in peer reviews for other solutions
Requirement
1 Demonstrated 5-10 years experience as a technical specialist.
2 5+ years of experience as a solution architect design and implementation of cloud native solution
3 Proven effectiveness driving complex multi-stakeholder planning processes, driving cross-team programs to desired results, and managing risk.
4 Proven competency in strategic leadership, executive communication and influence, organizational agility, cross-team collaboration, drive for results, and written and verbal communications
5 Strong communication and interpersonal skills. Ability to speak to technical-level staff and summarize communications for business stakeholders and executives
6 Ability to act as in a consultative manner with both business and IT leaders to align strategy
7 Knowledge in technical program management methodologies.
8 Experience taking ownership and delivering results in a fast-paced, dynamic environment.
9 Deep knowledge and experience in Cloud Native/ API / Micro-services, Agile / Dev-Ops, CI / CD technologies and best practices
10 Strong presentation and written communication skills; high degree of comfort with technical and business audiences.
11 Understanding of latest cloud computing and data technologies, business drivers, emerging computing trends, and deployment options.
12 Deep understanding of Application, Infrastructure and security architecture and non-functional aspects like Performance, Scalability, Reliability and Availability
13 Experience of Credit Cards, Commercial Cards, Unsecured Lending and Card Payments
14 Has experience of and is conversant with migration from legacy estate delivery to cloud based solutions, DevOps practices and agile delivery method.",Other,"IT , Banking","Product Manager - Auto/Home/Personal Loan , Other Software/Hardware/EDP",15-03-2022,2 days ago
JAVA Developer,Unisoft Infotech Pte Ltd,81600-108000 SGD Per Annum,Permanent Job,2-5 Years,Git  Web Services  Cloud Computing  REST  Angularjs  Shell Scripting  Spring Framework  Javascript  UI  Sql  Angular  Java  Linux  J2EE  Software Development  Hibernate  Banking ,"With the shift towards Digital, the value partner of our client is rapidly moving into transforming digitally. They are building a team of digital experts to help them with the transition.
Expected Skill Set:
4+ years of experience in Java
4+Experience in UI frameworks such as AngularJS and/or Angular
4+ years of experience in Spring Framework
4+ years of experience in REST web services
Nice to have skillset and experience:
Experience in the :
Banking domain
Cloud computing technologies
Linux shell scripting
Git commands",Other,IT,Other Software/Hardware/EDP,13-03-2022,3 days ago
AWS Cloud Operations Engineer,Oliver James Associates (singapore) Pte. Ltd.,12-12 SGD Per Annum,Permanent Job,5-7 Years,Cloud Computing  AWS  Software Engineering  Scripting  Amazon Web Services  It Operations  Windows  System Administration  Linux  Administration  Reliability ,"Oliver James is looking to hire an AWS Cloud Operations Engineer. This is an exciting opportunity to join a successful and expanding business where you will gain new technologies exposure.
As a progressive organization, they are seeking someone who can build and maintain reliable cloud infrastructure and services within AWS. You will be responsible to perform installation, configuration, and maintenance of solutions using AWS, ownership in diagnosis and issue resolution process and perform system administration, reliability monitoring and automation tasks.
Candidate Requirements:
Experience in technical system administration and implementation or similar duties
Experience in implementing cloud deployments or similar duties
Experience in AWS, Linux or Windows",Other,IT,Other Software/Hardware/EDP,14-03-2022,4 days ago
DevOps Engineer,Amazon Web Services Singapore Private Limited,108000-204000 SGD Per Annum,Permanent Job,10-15 Years,It Projects  Agile Project Management  Cloud Computing  Devops  AWS  Workshop Delivery  Financial Services industry  Digital Project Management  technical consultation  IT Program  Proof of Concept ,"At Amazon Web Services (AWS), we're hiring highly technical cloud computing architects to help our partners develop technical expertise and capacity, while also collaborating with our customers and partners on key engagements. Our consultants will deliver proof-of-concept projects, topical workshops, and lead implementation projects. These professional services engagements will focus on key customer solutions such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, education and government.

Professional Services engage in a wide variety of projects for customers and partners, providing collective experience from across the AWS customer base and are obsessed about strong success for the Customer. Our team collaborates across the entire AWS organization to bring access to product and service teams, to get the right solution delivered and drive feature innovation based upon customer needs
The DevOps operating model is the combination of cultural philosophies, practices, and tools that helps organizations deliver end-to-end applications and infrastructure solutions safely and at high velocity. The Senior DevOps Consultant is a leader with significant automation and programming experience throughout the SDLC. The Consultant will lead our enterprise customers through large organizational and SDLC transformations. A successful DevOps practitioner has technical depth across the Full DevOps Spectrum along with leading and evangelizing transformations, and driving innovations. Our Consultants work with enterprise customers locally, regionally and potentially domestically. As such, Consultants may be required to travel to client locations to sell and deliver professional services as needed.
About the team
Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon's culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn't about how many hours you spend at home or at work; it's about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we're building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.
Basic qualifications
8+ years of experience as a technical specialist.
Familiarity with administrative tasks within popular operating systems.
Hands-on experience with architecting and automated provisioning (IaC), configuration management for infrastructure and applications.
Hands-on experience with envisioning, designing, building and managing release systems, code merging and promotion, and CI/CD workflows and tools.
Strong hands-on experience with mainline programming and scripting languages such as Shell, Python, Ruby, Perl, Java, .Net, or C++.
Experience establishing, implementing, and delivering using Agile practices.
Bachelor Degree or equivalent experience.
Ability to travel to client locations to deliver professional services as needed.
Preferred qualifications
Experience with CloudFormation, Chef, Puppet, Salt, or Ansible in production environments.
Knowledge of IP networking, VPN's, DNS, load balancing and firewall.
Experience with monitoring and log aggregating frameworks like CloudWatch, Datadog, Splunk, Opentracing, AWS X-Ray, and APM tools.
Experience with development and automated testing.
Understanding of microservices and distributed application architecture.
Experience building enterprise security strategy for cloud adoption or driving the program's evolution to meet new requirements.
Experience leading the certification or accreditation of cloud workload(s) to meet industry standards such as PCI DSS, ISO 27001, HIPAA, and NIST/DoD frameworks.
Strong verbal and written communications skills and ability to lead effectively across organizations and engagements.",Other,IT,Other Software/Hardware/EDP,14-03-2022,3 days ago
Full Stack Developer,Sygnum Pte. Ltd.,60000-120000 SGD Per Annum,Permanent Job,2-5 Years,Git  It Operations Management  Cloud Computing  AWS  Html5  Solution Architecture  agile application development  Web Development  Software Development  Database Development  Continuous Improvement  Hybrid Cloud  Agile application ,"Sygnum Singapore is a digital asset-focused fund manager, operating under a Capital Markets Services licence from the Monetary Authority of Singapore. With our suite of asset management offerings, we enable accredited and institutional investors to build exposure to digital assets within their portfolios with complete trust. Together with Sygnum Bank AG, the world's first digital asset bank, our interdisciplinary team of banking, asset management and Distributed Ledger Technology experts in Switzerland and Singapore are shaping the future of a globally trusted digital asset ecosystem.
We are looking for a passionate FULL STACK DEVELOPER to join our growing, high impact team in our office in Singapore.
Tasks
Produce highly scalable and performant components that are unit tested, code reviewed, and checked in regularly for continuous integration.
Code using primarily JavaScript.
Develop multi-tier highly scalable, high-volume performing, and reliable user-centric applications.
Use web3.js to implement applications that interact with Ethereum nodes.
Work with engineers, product managers, designers, other stakeholders.
Requirements
You are a clear communicator and can express your thoughts in a technical debate.
You care deeply about building scalable applications, and don't settle for mediocre.
You are results orientated and passionate about writing high-quality code.
You learn quickly and enjoy working in a product team with the objective to bring value to stakeholders.
You are passionate about what you do and have a high interest in keeping up with current best practices in your areas of expertise.
You enjoy and have experience in designing and building front-end applications at large scale.
Ideally you worked with:
Front-end and back-end JavaScript (Node.js, Vue.js, AngularJS, React.js)
HTML 5, CSS, etc.
RESTful API design, build, and use
Database design, manipulation, deployment, and management (MySQL, SQLite, NoSQL, MongoDB)
Build and deployment tools (npm, Vagrant, docker)
Version control using Git
If this reads like your profile, please send us your application with a CV and motivational letter. Even if you're not there yet but still think you could be a good fit for our team, please contact us and we'll figure something out. Thank you.",Other,IT,Other Software/Hardware/EDP,14-03-2022,3 days ago
